FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,ANTHRO_MIN,ANTHRO_MAX,BIO_MIN,BIO_MAX,LEFT_CHANNEL,RIGHT_CHANNEL
ADP.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,0.898064585231807,0.90580288166671
BTP.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,-0.896329549183273,-0.876761927589561
CLI.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,0.724111115052492,0.560684721194534
IFP.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,-0.846117279248709,-0.851825460717368
IP.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,0.367275548641954,0.319768865834639
JOR.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,0.168863288885538,0.0168803796588185
MCC.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,-0.827732740639742,-0.734147577952609
MCP.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,-0.548836842624681,-0.366720618837728
RA.wav,44100,16,60,2,ndsi,1024,1000,2000,2000,11000,-0.100978951733035,-0.462722192672825
